"Country","Sex","Cause","Year","Value"
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1987,4
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1986,4.1
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1985,4.6
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1984,4.3
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1983,5.2
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1982,5.3
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1981,4.7
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1980,4.8
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1979,5.4
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1978,5.2
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1977,5.6
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1976,5.7
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1975,5.5
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1974,6.7
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1973,6.1
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1972,6.9
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1971,6.9
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1970,6.5
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1969,7.1
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1968,7
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1967,6
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1966,5.9
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1965,6.8
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1964,6.7
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1963,6.2
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1962,6.7
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1961,7.2
"Australia","Female","Congenital malformations, deformations and chromosomal abnormalities",1960,7.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2022,2.7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2021,2.7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2020,2.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2019,2.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2018,2.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2017,2.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2016,2.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2015,2.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2014,2.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2013,2.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2012,2.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2011,2.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2010,2.7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2009,2.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2008,2.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2007,2.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2006,2.7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2004,2.9
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2003,3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2002,2.9
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2001,3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",2000,3.1
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1999,3.5
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1998,3.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1997,3.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1996,3.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1995,3.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1994,3.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1993,3.7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1992,4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1991,4.1
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1990,4.1
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1989,4.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1988,4.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1987,4.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1986,4.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1985,5.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1984,5
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1983,5.5
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1982,5.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1981,5.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1980,5.1
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1979,5.6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1978,5.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1977,6
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1976,6.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1975,5.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1974,6.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1973,6.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1972,7.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1971,7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1970,7.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1969,7.1
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1968,7.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1967,6.2
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1966,6.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1965,7
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1964,7.4
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1963,6.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1962,7.3
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1961,7.8
"Australia","Total","Congenital malformations, deformations and chromosomal abnormalities",1960,7.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2022,2.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2021,2.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2020,2.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2019,3.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2018,2.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2017,2.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2016,2.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2015,2.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2014,2.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2013,2.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2012,2.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2011,2.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2010,2.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2009,3.2
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2008,3.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2007,2.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2006,3.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2004,3
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2003,3.2
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2002,3.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2001,3.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",2000,3.3
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1999,3.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1998,3.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1997,4.2
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1996,3.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1995,3.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1994,4.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1993,4.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1992,4.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1991,4.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1990,4.3
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1989,4.6
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1988,4.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1987,4.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1986,4.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1985,5.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1984,5.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1983,5.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1982,6
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1981,5.7
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1980,5.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1979,5.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1978,6.3
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1977,6.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1976,6.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1975,6.2
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1974,6.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1973,6.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1972,7.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1971,7.2
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1970,8.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1969,7.1
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1968,7.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1967,6.4
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1966,6.9
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1965,7.2
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1964,8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1963,7.5
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1962,7.8
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1961,8.3
"Australia","Male","Congenital malformations, deformations and chromosomal abnormalities",1960,8.3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2021,2.6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2020,3.1
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2019,2.6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2018,2.8
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2017,2.6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2016,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2015,3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2014,3.3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2013,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2012,2.7
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2011,2.7
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2010,3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2009,3.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2008,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2007,3.1
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2006,2.6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2005,3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2004,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2003,3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2002,2.7
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2001,2
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",2000,2.5
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1999,2.7
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1998,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1997,2.7
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1996,2.8
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1995,3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1994,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1993,2.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1992,3.6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1991,3.5
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1990,3.8
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1989,3.7
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1988,3.2
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1987,4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1986,4.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1985,4.1
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1984,4.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1983,4.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1982,5.1
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1981,4.1
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1980,4.8
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1979,4.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1978,4.3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1977,5.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1976,5.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1975,5
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1974,5.3
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1973,4.8
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1972,5.2
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1971,4.8
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1970,5.2
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1969,6.2
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1968,6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1967,5.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1966,6.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1965,6
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1964,6.1
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1963,5.4
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1962,5.9
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1961,6.2
"Austria","Female","Congenital malformations, deformations and chromosomal abnormalities",1960,6.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2021,2.8
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2020,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2019,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2018,3.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2017,2.9
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2016,3.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2015,3.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2014,3.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2013,3.3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2012,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2011,3.3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2010,3.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2009,3.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2008,3.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2007,2.9
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2006,2.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2005,3.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2004,3.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2003,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2002,2.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2001,2.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",2000,2.8
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1999,2.8
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1998,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1997,2.8
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1996,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1995,3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1994,3.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1993,3.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1992,4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1991,3.8
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1990,4.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1989,3.9
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1988,3.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1987,4.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1986,4.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1985,4.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1984,5.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1983,5.3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1982,5.6
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1981,5.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1980,5.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1979,5.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1978,5.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1977,5.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1976,5.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1975,5.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1974,6.1
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1973,5.2
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1972,5.3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1971,5.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1970,5.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1969,6.3
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1968,6.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1967,6.7
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1966,6.8
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1965,6.4
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1964,6.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1963,5.9
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1962,6.5
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1961,6.9
"Austria","Total","Congenital malformations, deformations and chromosomal abnormalities",1960,7.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2012,3.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2011,3.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2010,3.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2009,3.6
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2008,3.6
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2007,2.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2006,2.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2005,3.2
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2004,3.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2003,3
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2002,2.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2001,2.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2000,3
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1999,2.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1998,3.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1997,2.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1996,3.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1995,3
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1994,3.5
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1993,3.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1992,4.3
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1991,4.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1990,4.5
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1989,4.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1988,3.6
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1987,4.2
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1986,4.5
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1985,5.2
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1984,5.5
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1983,5.6
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1982,6.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1981,6.2
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1980,6.2
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1979,5.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1978,5.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1977,5.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1976,6
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1975,5.8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1974,7
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1973,5.6
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1972,5.3
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1971,6.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1970,6.2
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1969,6.5
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1968,6.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1967,8
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1966,7.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1965,6.7
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1964,6.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1963,6.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1962,6.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1961,7.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",1960,7.7
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2021,2.9
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2020,3
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2019,3.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2018,3.4
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2017,3.1
"Austria","Male","Congenital malformations, deformations and chromosomal abnormalities",2016,3.6
